,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
28939,2,admin.,single,university.degree,no,no,no,cellular,apr,fri,678,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
28940,4,blue-collar,married,basic.education,no,no,yes,cellular,apr,fri,150,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28941,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,199,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28942,4,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,112,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28943,5,management,married,basic.education,no,yes,no,cellular,apr,fri,704,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28944,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,372,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28945,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,135,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28946,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,486,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28947,3,management,single,university.degree,no,yes,no,cellular,apr,fri,709,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
28949,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,462,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28950,3,admin.,divorced,high.school,no,no,no,cellular,apr,fri,156,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28951,3,admin.,married,university.degree,no,no,no,cellular,apr,fri,203,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28952,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,77,3,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28953,3,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,486,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28954,3,admin.,single,high.school,no,yes,no,cellular,apr,fri,341,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28955,4,services,single,high.school,no,yes,no,cellular,apr,fri,267,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28956,3,technician,single,high.school,no,no,no,cellular,apr,fri,1017,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
28959,3,self-employed,married,basic.education,no,yes,no,cellular,apr,fri,313,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28960,3,admin.,single,university.degree,no,yes,no,cellular,apr,fri,115,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28961,3,blue-collar,married,professional.course,no,yes,no,cellular,apr,fri,377,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28962,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,135,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28964,3,technician,single,university.degree,no,yes,no,cellular,apr,fri,351,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28965,3,management,married,university.degree,no,yes,no,cellular,apr,fri,126,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28966,3,technician,single,university.degree,no,yes,no,cellular,apr,fri,456,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28967,3,management,married,university.degree,no,yes,no,cellular,apr,fri,306,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28968,2,admin.,single,high.school,no,no,no,cellular,apr,fri,178,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28970,3,technician,married,professional.course,no,no,no,cellular,apr,fri,292,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28971,3,blue-collar,divorced,basic.education,no,yes,no,cellular,apr,fri,406,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28972,4,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,239,1,Not Contacted,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28973,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,514,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28974,4,admin.,single,high.school,no,no,no,telephone,apr,fri,51,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28975,3,technician,married,professional.course,no,yes,no,cellular,apr,fri,1095,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
28976,4,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,468,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28977,3,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,172,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28978,3,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,122,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28980,3,technician,divorced,professional.course,no,no,no,cellular,apr,fri,185,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28981,4,admin.,married,basic.education,no,yes,no,cellular,apr,fri,196,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28982,4,admin.,married,high.school,no,yes,no,cellular,apr,fri,88,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28983,3,technician,single,university.degree,no,yes,no,cellular,apr,fri,31,3,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28984,2,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,fri,268,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28986,5,management,married,university.degree,no,yes,no,cellular,apr,fri,111,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28988,3,services,married,high.school,no,no,no,cellular,apr,fri,151,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28991,3,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,73,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28992,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,832,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28995,3,services,married,high.school,no,yes,no,cellular,apr,fri,101,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28997,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,113,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29000,4,admin.,single,university.degree,no,yes,no,cellular,apr,fri,237,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29003,3,retired,married,basic.education,no,yes,no,cellular,apr,fri,531,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29004,3,entrepreneur,married,basic.education,no,yes,no,cellular,apr,fri,158,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29006,4,management,married,university.degree,no,yes,no,cellular,apr,fri,58,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29008,3,entrepreneur,married,basic.education,no,no,no,cellular,apr,fri,299,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29009,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,69,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29011,4,blue-collar,married,basic.education,no,no,yes,cellular,apr,fri,351,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29012,4,admin.,divorced,high.school,no,no,no,cellular,apr,fri,471,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29013,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,47,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29015,4,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,57,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29017,3,admin.,single,high.school,no,yes,no,cellular,apr,fri,183,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29019,2,services,single,high.school,no,yes,no,cellular,apr,fri,515,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29021,3,technician,married,professional.course,no,no,no,cellular,apr,fri,132,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29022,3,blue-collar,divorced,basic.education,no,yes,yes,cellular,apr,fri,83,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29023,5,retired,married,basic.education,no,yes,no,cellular,apr,fri,840,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29024,4,blue-collar,married,high.school,no,yes,no,cellular,apr,fri,921,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29025,5,management,married,university.degree,no,no,no,cellular,apr,fri,519,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29026,3,admin.,single,high.school,no,yes,yes,cellular,apr,fri,299,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29027,5,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,97,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29028,3,services,married,high.school,no,yes,no,cellular,apr,fri,84,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29029,3,admin.,married,university.degree,no,yes,no,cellular,apr,fri,73,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29031,3,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,1311,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29032,2,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,107,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29033,4,services,married,high.school,no,yes,no,cellular,apr,fri,193,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29034,5,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,248,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29036,2,technician,divorced,professional.course,no,no,no,cellular,apr,fri,332,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29039,4,management,married,university.degree,no,yes,yes,cellular,apr,fri,362,1,Not Contacted,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29041,3,technician,single,high.school,no,no,no,cellular,apr,fri,161,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29042,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,334,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29043,4,blue-collar,married,high.school,no,no,no,cellular,apr,fri,997,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
29044,3,technician,single,high.school,no,yes,no,cellular,apr,fri,183,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29049,4,management,married,high.school,no,no,yes,cellular,apr,fri,245,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29050,3,technician,single,high.school,no,yes,no,cellular,apr,fri,218,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29053,2,services,married,basic.education,no,no,yes,cellular,apr,fri,754,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29054,4,admin.,married,professional.course,no,no,no,cellular,apr,fri,609,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29056,3,technician,married,university.degree,no,no,no,cellular,apr,fri,146,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29057,5,admin.,married,high.school,no,no,no,cellular,apr,fri,518,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29058,4,management,married,professional.course,no,yes,no,cellular,apr,fri,345,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29060,3,admin.,married,high.school,no,yes,yes,cellular,apr,fri,218,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29061,2,admin.,single,university.degree,no,no,no,telephone,apr,fri,52,6,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29062,4,admin.,single,university.degree,no,no,no,telephone,apr,fri,82,4,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29063,3,admin.,single,high.school,no,no,no,cellular,apr,fri,140,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29064,4,admin.,single,high.school,no,no,no,cellular,apr,fri,68,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29065,3,services,single,high.school,no,no,no,cellular,apr,fri,707,1,Not Contacted,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29066,4,management,married,university.degree,no,yes,no,cellular,apr,fri,212,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29067,4,technician,married,professional.course,no,yes,no,cellular,apr,fri,51,6,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29068,2,admin.,single,university.degree,no,yes,no,cellular,apr,fri,156,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29069,4,technician,divorced,university.degree,no,no,no,cellular,apr,fri,53,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29071,5,management,married,university.degree,no,yes,no,telephone,apr,fri,198,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29073,3,services,married,high.school,no,yes,no,telephone,apr,fri,137,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29074,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,9,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29076,4,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,882,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29078,4,admin.,married,high.school,no,no,no,cellular,apr,fri,191,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29079,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,98,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29080,3,admin.,single,high.school,no,yes,no,telephone,apr,fri,777,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29081,3,admin.,married,university.degree,no,yes,no,cellular,apr,fri,161,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29082,3,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,117,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29083,5,management,married,basic.education,no,yes,no,cellular,apr,fri,329,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29084,5,admin.,married,basic.education,no,no,no,cellular,apr,fri,155,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29085,5,admin.,married,basic.education,no,no,yes,cellular,apr,fri,106,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29086,3,admin.,single,university.degree,no,yes,no,cellular,apr,fri,76,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29087,3,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1007,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29088,3,admin.,single,university.degree,no,yes,no,cellular,apr,fri,382,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29090,4,services,married,high.school,no,no,no,cellular,apr,fri,464,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29091,3,management,married,university.degree,no,no,yes,cellular,apr,fri,82,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29093,4,entrepreneur,married,basic.education,no,no,no,cellular,apr,fri,75,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29095,3,blue-collar,married,basic.education,no,yes,yes,cellular,apr,fri,43,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29098,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,95,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29099,3,services,married,high.school,no,no,yes,cellular,apr,fri,175,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29100,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,208,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29102,5,blue-collar,married,basic.education,no,no,yes,telephone,apr,fri,26,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29103,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,218,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29104,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,342,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29106,3,admin.,single,university.degree,no,no,yes,cellular,apr,fri,85,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29107,2,technician,single,university.degree,no,yes,no,cellular,apr,fri,73,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29109,3,admin.,married,high.school,no,yes,yes,cellular,apr,fri,171,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29110,3,technician,married,professional.course,no,yes,no,cellular,apr,fri,372,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29111,3,technician,married,professional.course,no,yes,no,cellular,apr,fri,108,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29112,5,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,153,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29113,3,self-employed,married,university.degree,no,no,yes,cellular,apr,fri,138,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29114,4,blue-collar,married,basic.education,no,no,yes,cellular,apr,fri,175,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29116,3,technician,married,professional.course,no,no,yes,cellular,apr,fri,404,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
29117,2,technician,single,professional.course,no,yes,no,cellular,apr,fri,362,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29118,3,services,divorced,basic.education,no,no,no,cellular,apr,fri,286,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29119,4,technician,married,professional.course,no,no,no,cellular,apr,fri,316,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29122,4,admin.,married,university.degree,no,yes,yes,cellular,apr,fri,274,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29123,4,admin.,married,university.degree,no,no,no,cellular,apr,fri,324,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29124,5,management,married,university.degree,no,yes,yes,cellular,apr,fri,206,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29125,3,admin.,single,high.school,no,yes,no,cellular,apr,fri,191,1,Not Contacted,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29126,4,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,367,3,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
29128,4,blue-collar,divorced,basic.education,no,no,no,cellular,apr,fri,200,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29129,2,unemployed,single,basic.education,no,yes,no,cellular,apr,fri,279,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29130,3,self-employed,married,basic.education,no,no,no,cellular,apr,fri,214,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29131,3,admin.,single,professional.course,no,no,no,cellular,apr,fri,122,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29132,3,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,649,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29133,5,blue-collar,single,basic.education,no,yes,no,cellular,apr,fri,14,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29135,5,retired,married,basic.education,no,yes,no,cellular,apr,fri,263,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29137,3,management,married,university.degree,no,no,no,cellular,apr,fri,433,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29138,3,blue-collar,married,basic.education,no,no,no,cellular,apr,fri,407,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29140,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,216,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29141,4,admin.,married,high.school,no,yes,no,cellular,apr,fri,33,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29142,3,unemployed,single,basic.education,no,yes,no,cellular,apr,fri,55,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29143,3,blue-collar,single,basic.education,no,no,no,cellular,apr,fri,419,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29144,3,admin.,married,high.school,no,yes,no,cellular,apr,fri,113,2,Not Contacted,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29145,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,157,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29147,4,technician,single,professional.course,no,yes,no,cellular,apr,fri,53,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29148,5,admin.,married,basic.education,no,yes,no,cellular,apr,fri,100,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29150,3,services,married,high.school,no,yes,no,cellular,apr,fri,317,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29151,3,admin.,single,high.school,no,no,no,cellular,apr,fri,294,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29152,3,entrepreneur,married,university.degree,no,no,yes,cellular,apr,fri,77,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29153,3,technician,married,university.degree,no,yes,no,cellular,apr,fri,492,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29154,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,70,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29155,5,retired,married,high.school,no,no,no,cellular,apr,fri,401,1,Contacted,1,success,-1.8,93.075,-47.1,1.405,5099.1,no
29156,3,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,238,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29157,3,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,130,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29158,3,blue-collar,divorced,basic.education,no,yes,no,cellular,apr,fri,212,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29159,3,services,married,high.school,no,yes,no,cellular,apr,fri,36,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29160,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,611,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29162,3,services,married,high.school,no,no,no,cellular,apr,fri,280,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29163,3,services,divorced,high.school,no,yes,yes,cellular,apr,fri,107,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29164,4,blue-collar,married,basic.education,no,yes,no,cellular,apr,fri,654,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29168,2,admin.,married,high.school,no,yes,yes,cellular,apr,fri,156,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29169,4,admin.,single,professional.course,no,yes,yes,cellular,apr,fri,41,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29170,3,self-employed,married,basic.education,no,no,no,cellular,apr,fri,211,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29171,3,technician,married,professional.course,no,no,no,cellular,apr,fri,54,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29172,3,blue-collar,single,high.school,no,yes,no,cellular,apr,fri,1080,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29173,3,technician,single,university.degree,no,no,no,cellular,apr,fri,301,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29177,2,admin.,single,university.degree,no,yes,no,cellular,apr,fri,401,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29178,4,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,237,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29180,3,unemployed,divorced,high.school,no,yes,yes,cellular,apr,fri,715,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
29181,3,technician,single,professional.course,no,yes,no,cellular,apr,fri,346,2,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29182,3,admin.,single,high.school,no,yes,no,cellular,apr,fri,508,3,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29183,3,management,divorced,professional.course,no,yes,no,cellular,apr,fri,115,2,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29184,3,admin.,married,high.school,no,no,yes,cellular,apr,fri,463,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29185,4,services,married,high.school,no,yes,yes,telephone,apr,fri,73,1,Not Contacted,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29186,4,self-employed,married,university.degree,no,no,no,cellular,apr,fri,775,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29187,3,admin.,single,high.school,no,yes,no,cellular,apr,fri,140,1,Not Contacted,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
